Timestamp,synthetic_score,baseline_score,score_delta
2022-04-28 13:56:00,0.67836257525180321,0.67836257525180321,0
2022-04-28 13:58:00,0.6772154233333112,0.6772154233333112,0
2022-04-28 14:00:00,0.67770547059868413,0.67770547059868413,0
2022-04-28 14:02:00,0.67281720730947103,0.67281720730947103,0
2022-04-28 14:04:00,0.67233031799107712,0.67233031799107712,0
2022-04-28 14:06:00,0.67103456308451781,0.67103456308451781,0
2022-04-28 14:08:00,0.67307690713278001,0.67307690713278001,0
2022-04-28 14:10:00,0.67088553610554114,0.67088553610554114,0
2022-04-28 14:12:00,0.67186016767080114,0.67186016767080114,0
2022-04-28 14:14:00,0.67301859898710226,0.67301859898710226,0
2022-04-28 14:16:00,0.67388053551540983,0.67388053551540983,0
2022-04-28 14:18:00,0.67135103266785912,0.67135103266785912,0
2022-04-28 14:20:00,0.65438301801582932,0.65438301801582932,0
2022-04-28 14:22:00,0.65437600228100923,0.65437600228100923,0
2022-04-28 14:24:00,0.6722510447749348,0.6722510447749348,0
2022-04-28 14:26:00,0.66623857373364392,0.66623857373364392,0
2022-04-28 14:28:00,0.67354905913330754,0.67354905913330754,0
2022-04-28 14:30:00,0.67193104379857138,0.67193104379857138,0
2022-04-28 14:32:00,0.66627913910176539,0.66627913910176539,0
2022-04-28 14:34:00,0.67480119488668278,0.67480119488668278,0
2022-04-28 14:36:00,0.66807182175537361,0.66807182175537361,0
2022-04-28 14:38:00,0.66842445892555324,0.66842445892555324,0
2022-04-28 14:40:00,0.65340306191553177,0.65340306191553177,0
2022-04-28 14:42:00,0.66189819202964317,0.66189819202964317,0
2022-04-28 14:44:00,0.66897248885111205,0.66852002430291679,0.00045246454819525272
2022-04-28 14:46:00,0.67431375593790022,0.67416169593238706,0.00015206000551315491
2022-04-28 14:48:00,0.66639876199415315,0.66399487808162871,0.0024038839125244404
2022-04-28 14:50:00,0.66485689064140352,0.66475598875268338,0.00010090188872013961
2022-04-28 14:52:00,0.66463694931334882,0.66222549751133264,0.0024114518020161846
2022-04-28 14:54:00,0.66187473019464893,0.66281984998146359,-0.00094511978681466324
2022-04-28 14:56:00,0.66076772912638271,0.66171126817810366,-0.00094353905172095409
2022-04-28 14:58:00,0.66378342113434174,0.66533475199986791,-0.0015513308655261682
2022-04-28 15:00:00,0.64344859036153756,0.64391803762808031,-0.00046944726654274405
2022-04-28 15:02:00,0.66089184672795254,0.66303428320198965,-0.0021424364740371127
2022-04-28 15:04:00,0.63346076799311568,0.63450945197521547,-0.0010486839820997851
2022-04-28 15:06:00,0.6547584106721549,0.65691235676729198,-0.0021539460951370826
2022-04-28 15:08:00,0.64970167582121996,0.65094506784874429,-0.001243392027524326
2022-04-28 15:10:00,0.64097102826718366,0.64145703938047205,-0.00048601111328838709
